id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,G1_score,G1_rationale
Q048,baseline,NIST_AI_RMF,advanced,common,low,G4,0.6,"The response includes some relevant elements of evaluating governance effectiveness but lacks specific details and metrics outlined in the NIST AI RMF, leading to notable gaps."
Q049,baseline,NIST_AI_RMF,intermediate,common,high,G4,0.8,"The response accurately outlines the risk prioritization process according to NIST AI RMF but omits specific details about the criteria for immediate, high, medium, and low priority classifications."
Q050,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.6,The response includes some relevant elements of AI risk management integration but lacks specific details from the NIST AI RMF and misses critical aspects such as taxonomy alignment and reporting integration.
Q051,baseline,NIST_AI_RMF,basic,common,low,G3,0.6,"The response includes some relevant elements of transparency and documentation but lacks specific details from the NIST AI RMF requirements, such as the need for public availability, clear articulation of risk philosophy, and approval by senior leadership."
Q052,baseline,NIST_AI_RMF,basic,common,low,G4,0.6,"The response includes some relevant elements for ongoing monitoring and periodic review but lacks specific details on review frequencies by risk tier, named reviewers, and triggers for ad-hoc reviews as outlined in the ground truth."
Q053,baseline,NIST_AI_RMF,basic,common,medium,G1,0.4,"The response inaccurately categorizes the model as a 'High Impact AI System' without addressing the specific task definition, methods, inputs, outputs, automation level, and risk classification as required by NIST AI RMF MAP 2.1."
Q054,baseline,NIST_AI_RMF,intermediate,common,medium,G1,0.6,"The response includes some relevant considerations for scientific integrity and TEVV but lacks specific details and critical elements outlined in the ground truth, such as experimental design, data representativeness, and construct validity."
Q055,baseline,NIST_AI_RMF,intermediate,lending,high,G1,0.8,"The response accurately addresses key aspects of assessing validity and reliability, but it omits specific details from the NIST AI RMF regarding the tension between accuracy and robustness."
Q056,baseline,NIST_AI_RMF,advanced,lending,high,G1,0.8,"The AI response accurately identifies several key challenges related to establishing a human baseline as outlined by NIST AI RMF, but it omits specific performance, fairness, and operational baselines that are critical for a comprehensive comparison."
Q057,baseline,NIST_AI_RMF,basic,common,low,G3,0.8,"The response accurately addresses key elements of information sharing about AI risks but omits specific recommendations from the ground truth, such as establishing a central AI incident registry and conducting quarterly AI risk forums."
Q058,baseline,NIST_AI_RMF,intermediate,common,low,G3,0.8,"The response accurately supports the recommendation for industry-level AI risk information sharing and aligns with NIST AI RMF principles, but it lacks specific details on the various forums and initiatives mentioned in the ground truth."
Q059,baseline,NIST_AI_RMF,intermediate,common,high,G2,0.6,"The response includes relevant risk contexts and regulatory references but lacks specific details about the intended purpose, legal context, and potential impacts as outlined in the ground truth."
Q060,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response identifies some relevant aspects of bias evaluation but does not accurately reflect the specific categories of bias outlined by NIST AI RMF, leading to notable gaps in the evaluation process."
Q061,baseline,NIST_AI_RMF,basic,common,low,G1,0.8,"The AI response accurately addresses the need to document potential benefits of financial AI systems and aligns with NIST AI RMF principles, but it lacks specific examples of benefits and a comprehensive assessment of societal impacts as outlined in the ground truth."
Q062,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.6,"The response includes some relevant elements from the NIST AI RMF but lacks specific details about the required evaluations of TEVV metrics and processes, such as metric validity, completeness, and false assurance risk."
Q063,baseline,NIST_AI_RMF,advanced,insurance,high,G4,0.6,The response includes some relevant points about risk assessment and regulatory compliance but lacks specific details from the NIST AI RMF and does not fully address the necessary steps for documenting and managing residual risk.
Q064,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,The response accurately addresses the incorporation of socio-technical considerations into financial AI governance but omits some specific examples and nuances from the ground truth.
Q065,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response includes some correct elements regarding interdependency risks but lacks specific details and structured steps outlined in the ground truth, such as cascade failure risk and monitoring integration."
Q066,baseline,NIST_AI_RMF,advanced,common,high,G1,0.8,The AI response accurately addresses key aspects of handling measurement uncertainty but omits specific details about disaggregating performance reporting and establishing minimum performance floors.
Q067,baseline,NIST_AI_RMF,intermediate,fraud_detection,medium,G2,0.8,The response accurately identifies several mitigation strategies from the NIST AI RMF but omits some specific options and resource considerations mentioned in the ground truth.
Q068,baseline,NIST_AI_RMF,basic,fraud_detection,low,G3,0.6,"The response includes some correct elements regarding user notification and appeal processes but lacks specific details and requirements outlined in the ground truth, such as timelines for notifications and resolutions."
Q069,baseline,NIST_AI_RMF,intermediate,common,high,G3,0.8,"The AI response accurately captures key privacy principles such as data minimization and user control, but it omits specific elements from the ground truth, such as inference risk control and privacy impact assessments."
Q070,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response identifies some relevant risks but misses several key points from the ground truth, such as hallucination risk, prompt injection attacks, and the specific requirement for mandatory human review."
Q071,baseline,NIST_AI_RMF,intermediate,common,high,G3,0.6,"The response includes some correct elements regarding accountability and documentation but lacks specific details from the ground truth, such as the decision audit trail and human override logging."
Q072,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,The response accurately captures the essence of NIST AI RMF's guidance on resource allocation but omits specific actionable steps and detailed recommendations outlined in the ground truth.
Q073,baseline,NIST_AI_RMF,intermediate,common,low,G4,0.8,"The response accurately addresses the need for aligning incentives with risk management goals and includes relevant recommendations, but it lacks some specific details from the ground truth regarding performance management alignment and recognition programs."
Q074,baseline,NIST_AI_RMF,advanced,investment,high,G2,0.6,The response identifies some relevant systemic risk concerns but lacks specific details from the NIST AI RMF and misses critical elements such as the kill switch requirement and real-world testing requirements.
Q075,baseline,NIST_AI_RMF,intermediate,common,medium,G3,0.6,"The response includes some relevant documentation standards and adaptation suggestions but lacks specific details from the ground truth, such as the required model card, data sheet, risk register, validation report, change log, and governance decision record."
Q076,baseline,NIST_AI_RMF,advanced,lending,high,G2,0.6,The response includes some relevant points from the NIST AI RMF but lacks specific details and recommendations directly addressing the concerns about automation bias and the 97% acceptance rate.
Q077,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response includes some relevant elements of the change management process but lacks specific details on classification, validation requirements, and rollback plans as outlined in the ground truth."
Q078,baseline,NIST_AI_RMF,intermediate,compliance,high,G2,0.6,"The response includes some relevant governance considerations but lacks specific details from the ground truth, such as the critical nature of the reports, legal accountability, mandatory human review, and version control."
Q079,baseline,NIST_AI_RMF,intermediate,common,high,G4,0.6,The response includes some relevant elements of the NIST AI RMF but lacks specific details on procurement tasks and critical due diligence requirements outlined in the ground truth.
Q080,baseline,NIST_AI_RMF,advanced,lending,high,G3,0.8,"The response accurately addresses key aspects of model interpretability and aligns with NIST AI RMF principles, but it lacks specific details on global interpretability methods and fidelity assessment."
Q081,baseline,NIST_AI_RMF,advanced,common,low,G4,0.6,"The response includes some correct elements regarding the use of NIST AI RMF profiles but lacks specific details on Current and Target Profiles, maturity scales, and prioritization of gaps as outlined in the ground truth."
Q082,baseline,NIST_AI_RMF,intermediate,lending,high,G2,0.6,"The response includes some correct elements regarding human oversight and transparency but lacks specific details from the ground truth, such as the right to appeal, independent review, and specific timelines."
Q083,baseline,NIST_AI_RMF,intermediate,investment,medium,G1,0.6,"The response includes some correct elements regarding monitoring and human oversight but lacks specific details and structured approaches recommended by NIST AI RMF, such as regime change detection and out-of-sample performance tracking."
Q084,baseline,NIST_AI_RMF,intermediate,lending,medium,G4,0.6,"The response includes relevant NIST AI RMF principles and regulatory references but lacks specific details on inclusion impact assessments and representation in training data, which are critical for addressing financial inclusion."
Q085,baseline,NIST_AI_RMF,intermediate,common,medium,G3,0.6,"The response includes some relevant elements for AI risk reports but lacks several key components specified in the ground truth, such as a detailed incident summary, regulatory updates, and strategic AI governance direction."
Q086,baseline,NIST_AI_RMF,advanced,lending,high,G2,0.8,The AI response accurately addresses key aspects of assessing long-term and systemic impacts per NIST AI RMF but omits specific details about the irreversibility of negative outcomes and the generational impact of housing decisions.
Q087,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,The response includes some relevant mechanisms for detecting novel AI risks but lacks specific details from the NIST AI RMF and misses critical elements such as horizon scanning and qualitative risk sensing.
Q088,baseline,NIST_AI_RMF,advanced,common,high,G4,0.6,"The response includes relevant elements of governance and compliance but lacks specific details on regulatory mapping, jurisdiction determination, and the highest common standard, which are critical for addressing multi-jurisdictional requirements."
Q089,baseline,NIST_AI_RMF,intermediate,common,medium,G2,0.6,"The response identifies some relevant profiling-related risks but lacks specific details and critical elements outlined in the ground truth, such as predatory targeting risk and the need for an opt-out mechanism."
Q090,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response includes some relevant recommendations aligned with NIST AI RMF but lacks specific details on immediate internal assessment, transparent disclosure, industry coordination, customer remediation, model correction, regulatory engagement, and lessons learned sharing as outlined in the ground truth."
Q091,baseline,NIST_AI_RMF,intermediate,common,medium,G1,0.6,"The response includes some relevant strategies for measuring customer outcomes but lacks specific details and metrics outlined in the ground truth, such as the emphasis on financial wellbeing, complaint metrics, and harm occurrence."
Q092,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,The response accurately reflects the importance of ethics in AI governance according to NIST AI RMF but omits specific recommendations and details from the ground truth.
Q093,baseline,NIST_AI_RMF,advanced,common,high,G3,0.6,"The response includes some relevant elements of the NIST AI RMF but lacks specific details on key provisions required for third-party data sharing in the open banking context, such as data flow mapping and customer consent verification."
Q094,baseline,NIST_AI_RMF,intermediate,common,high,G2,0.8,The response accurately addresses key protections supported by the NIST AI RMF but omits specific details about vulnerability identification and disproportionate impact assessment.
Q095,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.6,"The response includes some correct elements regarding monitoring and risk categorization but lacks specific details from the ground truth, such as the recommended monitoring frequency and the use of a centralized monitoring platform."
Q096,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The AI response accurately addresses key elements of compliance management and tracking regulatory changes but omits specific details from the ground truth, such as the comprehensive compliance program and proactive engagement with regulatory authorities."
Q097,baseline,NIST_AI_RMF,advanced,common,high,G1,0.6,"The response includes relevant regulatory references and risk context elements but lacks specific details on model uncertainty, legal accountability, and auditability as outlined in the ground truth."
Q098,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response includes some relevant elements for responsible AI system retirement but lacks specific details and key steps outlined in the ground truth, such as end-of-life criteria and post-retirement monitoring."
Q099,baseline,NIST_AI_RMF,basic,common,low,G4,0.8,The response accurately outlines key governance steps and considerations for a small savings bank but lacks specific details on streamlined documentation and leveraging external resources as emphasized in the ground truth.
Q100,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The AI response accurately describes the NIST AI RMF functions and their application to the AI Review Committee's workflow, but it lacks some specific details and examples from the ground truth."
Q101,baseline,KR_AI_BASIC_ACT,basic,lending,high,G4,0.8,"The response accurately identifies the criteria for '고영향 인공지능' and outlines the obligations of the committee, but it lacks specific references to the articles mentioned in the ground truth and omits the optional confirmation request from the Minister of Science and ICT."
Q102,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response includes some correct elements regarding the evaluation process but lacks specific details about the formal confirmation process outlined in Article 33 of the AI Basic Act and does not mention the voluntary confirmation request or ministerial guidelines.
Q103,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.8,"The AI response accurately outlines the key components of the risk management plan but omits the requirement for residual risk documentation and incident response procedures, which are critical elements specified in the ground truth."
Q104,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The AI response accurately addresses the requirement for meaningful human oversight in credit scoring AI but omits some specific details from the ground truth, such as mandatory review triggers and oversight independence."
Q105,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,0.8,The AI response accurately captures the essence of the notification requirements but omits specific details such as the penalties for non-compliance and the exact scope of products and services that require notification.
Q106,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,0.6,"The response includes some correct elements regarding user awareness and limitations of the AI system, but it omits specific disclosure methods required under Article 31(2) and (3) and does not address the artistic/creative exception or regulatory details."
Q107,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,0.8,"The response accurately outlines the requirement for explainability and the need for clear communication, but it lacks specific details about the major criteria and principles used in the AI's decision-making process as mandated by the ground truth."
Q108,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.6,"The AI response includes some relevant components for a user protection plan but lacks specific details required by the ground truth, such as pre-decision rights, explanation rights, and specific provisions for vulnerable customers."
Q109,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.8,"The response accurately outlines the safety obligations under Article 32 and their applicability to financial institutions, but it omits specific details about compliance submission and the potential exemption for most financial AI models."
Q110,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,0.6,"The AI response includes some relevant documentation elements but lacks specific details required by the ground truth, such as the exact types of documents and their contents as outlined in Article 34(1)(1)-(4)."
Q111,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.6,"The response contains some correct elements regarding the classification of AI operators and their obligations, but it lacks specific references to the relevant articles of the AI Basic Act and omits critical details about shared responsibilities and contractual alignment."
Q112,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,The AI response accurately identifies the requirement for a domestic representative under Article 36 but lacks specific details about the size criteria and responsibilities of the representative.
Q113,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.8,"The response accurately identifies the potential classification of the AI system as 고영향 AI and discusses the implications of pre-screening, but it lacks some specific references to the key interpretive questions and articles mentioned in the ground truth."
Q114,baseline,KR_AI_BASIC_ACT,advanced,lending,medium,G4,0.8,The response accurately captures the essence of Article 34(3) but lacks detail on the substantive equivalence requirement and the need for a gap analysis.
Q115,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G4,0.8,"The response accurately identifies the significant impact of insurance premium determination on individuals' rights and interests, but it lacks specific references to the relevant articles and the comparison with the EU AI Act that are crucial for a complete analysis."
Q116,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G2,0.6,The response contains some correct elements regarding the obligation to conduct an impact assessment but lacks specific details about the 'best efforts' nature of the obligation and the emphasis on AI-vulnerable populations.
Q117,baseline,KR_AI_BASIC_ACT,intermediate,fraud_detection,medium,G3,0.6,"The response contains some correct elements regarding the transparency obligations and high-risk classification but lacks a nuanced understanding of the specific application of Articles 31 and 34 to fraud detection AI, particularly regarding the classification of 고영향 AI and the practical implications of transparency in real-time systems."
Q118,baseline,KR_AI_BASIC_ACT,basic,investment,low,G4,0.6,"The response contains some correct elements regarding the role of the National AI Strategy Committee but lacks specific details about its structure, functions, and direct implications for financial AI governance as outlined in the ground truth."
Q119,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,0.8,"The response accurately captures the voluntary nature of 검·인증 and its benefits, but it omits specific details about government procurement preferences and the support for SMEs outlined in the ground truth."
Q120,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The response accurately addresses the role of the AI Safety Institute and provides relevant recommendations for financial institutions, but it lacks specific references to the detailed responsibilities outlined in Article 12."
Q121,baseline,KR_AI_BASIC_ACT,basic,lending,high,G3,0.8,The AI response accurately addresses the requirement for meaningful explanations in financial AI decisions but omits some specific details and nuances from the ground truth.
Q122,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.8,"The response accurately describes the role and benefits of the Private Voluntary AI Ethics Committee in relation to the AI Review Committee, but it omits specific details from the ground truth regarding the committee's functions and composition requirements."
Q123,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.6,"The response contains some correct elements regarding enforcement powers and penalties but lacks specific details from the ground truth, such as the exact articles referenced and the specific fines for particular violations."
Q124,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.8,The response accurately addresses the key components of an integrated AI risk management system but omits specific details about lifecycle coverage and incident response procedures required by Articles 32 and 34.
Q125,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.6,The response includes some relevant obligations from the AI Basic Act but lacks specific details about the incident response requirements and critical articles related to user protection and documentation.
Q126,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.6,"The response includes some relevant elements regarding governance and ethical considerations but lacks specific details from Article 27, such as the three key principles and their application in the financial context."
Q127,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The response accurately addresses the alignment with the AI Basic Plan and its implications for financial institutions, but it lacks specific details on the plan's components and the role of the National AI Strategy Committee."
Q128,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G2,0.8,The response accurately addresses the impact of the amendment on financial institutions' AI governance obligations but omits specific details about the new articles and requirements outlined in the ground truth.
Q129,baseline,KR_AI_BASIC_ACT,intermediate,compliance,high,G4,0.4,"The AI response inaccurately states that Article 2(4)(바) classifies the bank's KYC biometric AI as 고영향 AI, while the ground truth clarifies that this classification is limited to criminal investigation or arrest purposes, which does not apply to KYC."
Q130,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,The response accurately addresses the incorporation of emerging Korean AI standards into the governance framework but omits specific details about the government's role in standardization and the importance of aligning with international standards.
Q131,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.4,"The AI response contains significant inaccuracies in the definitions and regulatory references, particularly regarding the specific articles and the comprehensive nature of the definitions provided in the ground truth."
Q132,baseline,KR_AI_BASIC_ACT,intermediate,investment,medium,G4,0.6,"The response contains some correct elements regarding the classification of robo-advisory AI but lacks specific references to the relevant articles and nuances of the AI Basic Act, particularly regarding the degree of automation and customer vulnerability."
Q133,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.6,"The response includes some relevant obligations from the AI Basic Act but misses key details specific to Article 34 and the requirements for high-impact AI, leading to notable gaps."
Q134,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The response captures some key elements regarding the advisory nature of the recommendations and the importance of bias testing, but it lacks specific details about the legal obligations and the required response from the AI Review Committee as outlined in the ground truth."
Q135,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.4,"The AI response contains significant omissions regarding specific articles and provisions of the AI Basic Act that directly relate to financial institutions, leading to a mostly inaccurate assessment of obligations and opportunities."
Q136,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,"The response includes some relevant obligations under the AI Basic Act but misses key specific requirements related to generative AI, such as the need for labeling AI-generated responses and enhanced disclosure for synthetic content."
Q137,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,"The response accurately addresses the five principles outlined in Article 6(2)(5) and provides relevant implementation strategies, but it lacks some specific details and examples from the ground truth."
Q138,baseline,KR_AI_BASIC_ACT,advanced,insurance,high,G2,0.6,The response contains some correct elements regarding policyholder rights and insurer obligations but lacks specific references to the relevant articles and critical details outlined in the ground truth.
Q139,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,The response includes some relevant points about leveraging the AI Policy Center but lacks specific details from the ground truth regarding the center's functions and how they directly relate to financial institutions' AI Review Committees.
