id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,G3_score,G3_rationale
Q025,baseline,NIST_AI_RMF,intermediate,lending,high,G3,0.8,"The response includes relevant regulatory references and actionable steps for transparency, but lacks specific citations from the NIST AI RMF and does not explicitly acknowledge limitations or uncertainties."
Q026,baseline,NIST_AI_RMF,intermediate,common,high,G3,0.8,"The response cites specific sections of the NIST AI RMF and provides a mostly clear explanation of privacy risk evaluation, but it lacks detailed acknowledgment of AI limitations and uncertainty."
Q027,baseline,NIST_AI_RMF,intermediate,lending,high,G1,0.8,"The response includes specific citations from NIST AI RMF and relevant regulations, but it lacks detailed explanations of AI decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q028,baseline,NIST_AI_RMF,basic,common,medium,G2,0.8,"The response includes references to the NIST AI RMF and related regulations, but lacks specific citations of the relevant measures and does not fully explain the limitations of the AI system."
Q029,baseline,NIST_AI_RMF,advanced,common,high,G4,0.6,"The response references the NIST AI RMF and provides some implementation recommendations, but lacks specific article numbers or section codes, and does not clearly explain the limitations of AI involvement."
Q030,baseline,NIST_AI_RMF,advanced,lending,high,G4,0.8,"The response includes relevant regulatory citations and a clear overview of the NIST AI RMF framework, but lacks specific article numbers for the EU AI Act and does not explicitly acknowledge limitations or uncertainties."
Q031,baseline,NIST_AI_RMF,intermediate,lending,high,G4,0.8,"The response includes some relevant regulatory references and outlines risk response options, but lacks specific citations from the NIST AI RMF and does not fully acknowledge limitations or uncertainties."
Q032,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,The response provides a general outline of the incident response process but lacks specific citations from the NIST AI RMF and does not clearly acknowledge the limitations of the AI system.
Q033,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response includes relevant citations from the NIST AI RMF and specific regulations like GLBA and FCRA, but lacks detailed explanations of AI decision criteria and does not explicitly acknowledge uncertainties."
Q034,baseline,NIST_AI_RMF,advanced,common,high,G4,0.6,"The response provides a general overview of handling residual risks but lacks specific citations from the NIST AI RMF, detailed explanations of decision criteria, and acknowledgment of limitations."
Q035,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response references the NIST AI RMF and outlines key requirements, but lacks specific article numbers or section codes, and does not clearly explain the decision criteria or acknowledge limitations."
Q036,baseline,NIST_AI_RMF,basic,common,low,G4,0.8,"The response cites the NIST AI RMF and outlines actionable steps for diversity in decision-making, but lacks specific article numbers and does not fully disclose AI limitations."
Q037,baseline,NIST_AI_RMF,intermediate,common,low,G3,0.6,"The response provides some relevant engagement mechanisms and acknowledges the importance of external feedback, but it lacks specific citations of regulatory provisions and detailed explanations of decision criteria."
Q038,baseline,NIST_AI_RMF,intermediate,compliance,high,G1,0.8,"The response includes specific references to NIST AI RMF sections and outlines the necessary contextual and impact documentation, but it lacks detailed citations of specific regulatory provisions related to AML/KYC and does not explicitly acknowledge limitations or uncertainties."
Q039,baseline,NIST_AI_RMF,basic,common,low,G4,0.6,"The response provides a general overview of the NIST AI RMF's focus on environmental impact but lacks specific citations, detailed explanations of decision criteria, and acknowledgment of limitations."
Q040,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response includes some relevant regulatory references and outlines key provisions of the NIST AI RMF, but it lacks specific article numbers and a detailed acknowledgment of AI limitations."
Q041,baseline,NIST_AI_RMF,intermediate,investment,medium,G1,0.6,"The response provides some relevant information about the NIST AI RMF but lacks specific citations of article numbers or section codes, and does not fully disclose AI limitations or decision criteria."
Q042,baseline,NIST_AI_RMF,advanced,insurance,high,G1,0.8,"The response cites relevant sections of the NIST AI RMF and provides a mostly clear explanation of validation processes, but lacks specific article numbers and does not explicitly acknowledge limitations of generalizability."
Q043,baseline,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response includes specific regulatory citations and acknowledges limitations, but it lacks detailed explanations of the AI decision criteria and does not explicitly reference the NIST AI RMF provisions."
Q044,baseline,NIST_AI_RMF,basic,common,low,G4,0.6,"The response includes some relevant recommendations and acknowledges the importance of AI literacy, but it lacks specific citations from the NIST AI RMF and does not clearly explain the decision criteria or acknowledge limitations."
Q045,baseline,NIST_AI_RMF,intermediate,common,medium,G1,0.6,"The response includes some relevant regulatory references and outlines the purpose and risks associated with the chatbot, but lacks specific citations from the NIST AI RMF and does not adequately disclose the AI's limitations or decision criteria."
Q046,baseline,NIST_AI_RMF,advanced,common,high,G1,0.6,The response provides a general overview of NIST AI RMF principles but lacks specific citations of regulatory provisions and detailed explanations of metrics related to accuracy and hallucination risks.
Q047,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,The response provides a structured workflow and mentions regulatory compliance but lacks specific citations from the NIST AI RMF and does not clearly acknowledge AI limitations or uncertainties.
Q048,baseline,NIST_AI_RMF,advanced,common,low,G4,0.6,"The response provides some relevant recommendations and acknowledges the importance of human oversight, but it lacks specific citations from the NIST AI RMF and does not clearly explain the decision criteria or acknowledge limitations."
Q049,baseline,NIST_AI_RMF,intermediate,common,high,G4,0.8,"The response includes relevant guidance from the NIST AI RMF but lacks specific citations of article numbers or section codes, and does not explicitly acknowledge limitations or uncertainties."
Q050,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response cites relevant regulatory frameworks and outlines key steps for integration, but lacks specific citations from the NIST AI RMF and does not explicitly acknowledge limitations or uncertainties."
Q051,baseline,NIST_AI_RMF,basic,common,low,G3,0.6,"The response provides some relevant information and mentions regulatory standards, but lacks specific citations from the NIST AI RMF and does not clearly articulate the AI decision criteria or acknowledge limitations."
Q052,baseline,NIST_AI_RMF,basic,common,low,G4,0.8,"The response includes relevant references to the NIST AI RMF and outlines a structured plan for monitoring and review, but lacks specific article numbers or section codes and could provide clearer explanations of decision criteria."
Q053,baseline,NIST_AI_RMF,basic,common,medium,G1,0.8,"The response includes specific regulatory provisions and acknowledges the need for human oversight, but it lacks detailed explanations of the AI decision criteria and does not explicitly disclose limitations of the AI model."
Q054,baseline,NIST_AI_RMF,intermediate,common,medium,G1,0.6,"The response provides some relevant considerations and aligns with NIST guidelines but lacks specific citations of article numbers or section codes, and does not fully explain the limitations of the AI model."
Q055,baseline,NIST_AI_RMF,intermediate,lending,high,G1,0.8,"The response includes relevant regulatory citations and outlines assessment steps, but lacks specific references to NIST AI RMF provisions and does not fully acknowledge limitations in the model's generalizability."
Q056,baseline,NIST_AI_RMF,advanced,lending,high,G1,0.8,"The response includes relevant challenges identified by the NIST AI RMF and mentions the Equal Credit Opportunity Act, but lacks specific article numbers or section codes and does not fully explain the AI's decision criteria or acknowledge its limitations."
Q057,baseline,NIST_AI_RMF,basic,common,low,G3,0.8,"The response includes relevant references to the NIST AI RMF and the GLBA, provides clear recommendations for information sharing, and acknowledges the limitations of the NIST framework, but lacks specific article numbers or section codes."
Q058,baseline,NIST_AI_RMF,intermediate,common,low,G3,0.8,"The response includes specific references to the NIST AI RMF and relevant regulatory frameworks, but it lacks detailed explanations of AI decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q059,baseline,NIST_AI_RMF,intermediate,common,high,G2,0.8,"The response includes relevant regulatory references and outlines key risk contexts, but lacks specific citations from the NIST AI RMF and does not fully acknowledge the limitations of the AI system."
Q060,baseline,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response includes relevant regulatory citations and outlines evaluation steps for bias categories, but lacks specific references to NIST AI RMF article numbers and does not fully acknowledge limitations or uncertainties."
Q061,baseline,NIST_AI_RMF,basic,common,low,G1,1.0,"The response provides specific regulatory citations, clear explanations of AI decision criteria, acknowledges limitations, and outlines a structured approach to documenting potential benefits."
Q062,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response cites specific sections of the NIST AI RMF and provides a mostly clear explanation of evaluation methods, but it lacks detailed acknowledgment of limitations and uncertainty."
Q063,baseline,NIST_AI_RMF,advanced,insurance,high,G4,0.8,"The response includes relevant regulatory provisions and acknowledges the need for human oversight, but lacks specific citations from the NIST AI RMF and does not fully explain the decision criteria or acknowledge uncertainties."
Q064,baseline,NIST_AI_RMF,intermediate,common,medium,G4,1.0,"The response provides specific regulatory citations, clear explanations of socio-technical considerations, acknowledges limitations of the NIST guidelines, and outlines actionable recommendations for governance."
Q065,baseline,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response includes relevant regulatory references and outlines key assessment steps, but lacks specific citations from the NIST AI RMF and does not fully acknowledge limitations or uncertainties."
Q066,baseline,NIST_AI_RMF,advanced,common,high,G1,0.8,"The response references NIST AI RMF and discusses key points for handling variance and uncertainty, but lacks specific article numbers and detailed explanations of measurement methodologies."
Q067,baseline,NIST_AI_RMF,intermediate,fraud_detection,medium,G2,0.6,"The response provides some relevant mitigation options and acknowledges limitations, but lacks specific citations from the NIST AI RMF and clear explanations of decision criteria."
Q068,baseline,NIST_AI_RMF,basic,fraud_detection,low,G3,0.6,The response provides some relevant points about user notification and appeal processes but lacks specific citations from the NIST AI RMF and does not fully explain the decision criteria or acknowledge limitations adequately.
Q069,baseline,NIST_AI_RMF,intermediate,common,high,G3,0.8,"The response includes specific references to GDPR articles and outlines key privacy principles, but it lacks direct citations from the NIST AI RMF and does not explicitly acknowledge limitations or uncertainties."
Q070,baseline,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response includes specific regulatory citations and identifies unique risks, but it lacks a detailed explanation of AI decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q071,baseline,NIST_AI_RMF,intermediate,common,high,G3,0.8,"The response includes relevant citations from the NIST AI RMF and provides a mostly clear explanation of accountability measures, but it lacks specific article numbers and detailed decision criteria."
Q072,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response references the NIST AI RMF and outlines key provisions for resource allocation, but lacks specific article numbers or section codes and does not explicitly acknowledge limitations or uncertainties."
Q073,baseline,NIST_AI_RMF,intermediate,common,low,G4,0.8,"The response includes relevant regulatory provisions and clear recommendations for influencing incentive structures, but lacks specific citations from the NIST AI RMF and does not fully acknowledge limitations or uncertainties."
Q074,baseline,NIST_AI_RMF,advanced,investment,high,G2,0.8,"The response includes specific regulatory references and addresses various systemic risk concerns, but it lacks a clear acknowledgment of AI limitations and uncertainty."
Q075,baseline,NIST_AI_RMF,intermediate,common,medium,G3,0.8,"The response includes specific regulatory references and outlines documentation standards, but lacks detailed citations of NIST AI RMF article numbers and does not explicitly acknowledge limitations or uncertainties."
Q076,baseline,NIST_AI_RMF,advanced,lending,high,G2,0.8,"The response cites relevant sections of the NIST AI RMF and provides clear explanations of key points, but it lacks specific article numbers and does not fully acknowledge the limitations of AI involvement."
Q077,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response cites relevant sections of the NIST AI RMF and provides a mostly clear explanation of the change management process, but it lacks specific details on the classification of changes and the rollback plan."
Q078,baseline,NIST_AI_RMF,intermediate,compliance,high,G2,0.6,"The response includes some relevant regulatory provisions and acknowledges the need for human oversight, but it lacks specific citations from the NIST AI RMF and does not fully explain the limitations of the AI system."
Q079,baseline,NIST_AI_RMF,intermediate,common,high,G4,0.8,The response includes relevant references to NIST AI RMF guidelines and regulatory compliance but lacks specific article numbers and detailed explanations of all due diligence steps.
Q080,baseline,NIST_AI_RMF,advanced,lending,high,G3,0.6,"The response provides some relevant steps for improving interpretability and mentions NIST AI RMF principles, but lacks specific citations of article numbers or sections and does not fully explain the limitations of the AI model."
Q081,baseline,NIST_AI_RMF,advanced,common,low,G4,0.6,The response provides a general overview of the NIST AI RMF and regulatory considerations but lacks specific citations of regulatory provisions and detailed explanations of decision criteria.
Q082,baseline,NIST_AI_RMF,intermediate,lending,high,G2,0.8,"The response cites relevant sections of the NIST AI RMF and provides a mostly clear explanation of the human oversight requirements, but it lacks specific details on the appeal process and does not fully acknowledge limitations."
Q083,baseline,NIST_AI_RMF,intermediate,investment,medium,G1,0.6,The response provides a general overview of risk tracking approaches but lacks specific citations from the NIST AI RMF and does not clearly explain the decision criteria or acknowledge limitations.
Q084,baseline,NIST_AI_RMF,intermediate,lending,medium,G4,0.8,"The response includes specific regulatory citations and clear explanations of NIST AI RMF principles, but it lacks detailed acknowledgment of AI limitations and uncertainty."
Q085,baseline,NIST_AI_RMF,intermediate,common,medium,G3,0.6,"The response includes some relevant regulatory references and outlines key information for risk reports, but lacks specific citations from the NIST AI RMF and does not clearly disclose AI involvement or limitations."
Q086,baseline,NIST_AI_RMF,advanced,lending,high,G2,0.8,"The response includes relevant regulatory citations and a clear outline of assessment steps, but lacks specific references to NIST AI RMF provisions and does not fully acknowledge the limitations of AI in decision-making."
Q087,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response includes some relevant mechanisms and acknowledges the need for human oversight, but it lacks specific citations from the NIST AI RMF and does not clearly explain limitations or uncertainties."
Q088,baseline,NIST_AI_RMF,advanced,common,high,G4,0.8,"The response includes specific references to the EU AI Act articles and outlines a governance structure, but it lacks detailed citations of the Korean AI Basic Act and does not explicitly acknowledge limitations or uncertainties."
Q089,baseline,NIST_AI_RMF,intermediate,common,medium,G2,0.8,"The response includes specific regulatory provisions and clear explanations of profiling-related risks, but it lacks detailed citations for all relevant sections and does not explicitly acknowledge limitations or uncertainties."
Q090,baseline,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response references the NIST AI RMF and related regulations but lacks specific citations of article numbers or section codes, and does not fully disclose AI involvement or limitations."
Q091,baseline,NIST_AI_RMF,intermediate,common,medium,G1,0.8,"The response includes some relevant regulatory references and outlines measurement strategies, but lacks specific citations from the NIST AI RMF and does not fully explain the decision criteria or acknowledge limitations."
Q092,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response cites specific sections of the NIST AI RMF and provides a clear recommendation for integrating ethics into governance, but it lacks detailed explanations of the decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q093,baseline,NIST_AI_RMF,advanced,common,high,G3,0.6,The response includes some relevant sections of the NIST AI RMF but lacks specific citations for the provisions mentioned and does not adequately disclose AI involvement or limitations.
Q094,baseline,NIST_AI_RMF,intermediate,common,high,G2,0.8,"The response includes relevant regulatory references and outlines key protections, but lacks specific citations from the NIST AI RMF and does not fully acknowledge limitations or uncertainties."
Q095,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.6,"The response includes some relevant citations from the NIST AI RMF but lacks specific article numbers and detailed explanations of decision criteria, and does not acknowledge limitations or uncertainties."
Q096,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response includes specific citations from the EU AI Act and NIST AI RMF, but lacks detailed explanations of decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q097,baseline,NIST_AI_RMF,advanced,common,high,G1,1.0,"The response provides specific regulatory citations, clear explanations of AI decision criteria, acknowledges limitations, and outlines the necessary documentation for risk context, demonstrating full transparency."
Q098,baseline,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response provides some relevant guidelines and mentions compliance with NIST AI RMF but lacks specific citations of article numbers or sections, and does not clearly disclose AI involvement or limitations."
Q099,baseline,NIST_AI_RMF,basic,common,low,G4,0.8,"The response includes references to the NIST AI RMF and outlines governance steps, but lacks specific article numbers and detailed explanations of decision criteria."
Q100,baseline,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response includes specific regulatory citations and a clear mapping of NIST AI RMF functions to the AI Review Committee's workflow, but it lacks detailed explanations of AI decision criteria and does not explicitly acknowledge limitations or uncertainties."
Q101,baseline,KR_AI_BASIC_ACT,basic,lending,high,G4,0.8,"The response includes relevant citations from the AI Basic Act and outlines obligations, but lacks specific article numbers for risk management and transparency obligations."
Q102,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response includes some relevant references to the AI Basic Act but lacks specific article citations for the confirmation process and does not clearly acknowledge limitations or uncertainties.
Q103,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.8,"The response cites the relevant regulatory provision (Article 34) and outlines specific requirements for the risk management plan, but it lacks detailed citations for each requirement and does not explicitly acknowledge any limitations or uncertainties."
Q104,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The response cites Article 34(1)(4) and outlines implementation steps for human oversight, but lacks specific details on decision criteria and acknowledgment of limitations."
Q105,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,1.0,"The response fully cites Article 31(1) of the AI Basic Act, provides clear explanations of notification requirements, outlines compliance recommendations for the AI Review Committee, and acknowledges the importance of human oversight and customer feedback."
Q106,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,0.8,"The response cites specific regulatory provisions and provides some clear explanations, but it lacks detailed disclosure methods and does not fully acknowledge the limitations of the AI system."
Q107,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,0.8,"The response cites the relevant regulatory provision and provides a mostly clear explanation of the requirements, but it lacks specific details on the major criteria and principles used in the AI's decision-making process."
Q108,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The response cites Article 34(1)(3) and outlines key components of a user protection plan, but lacks specific references to other relevant articles and does not explicitly acknowledge limitations or uncertainties."
Q109,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.6,"The response provides a general overview of Article 32 obligations but lacks specific citations, detailed explanations of decision criteria, and acknowledgment of limitations regarding the applicability to financial institutions."
Q110,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,0.6,The response cites Article 34(1)(5) but lacks specific details on the required documentation and does not acknowledge limitations or uncertainties.
Q111,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.8,"The response includes specific articles from the AI Basic Act and outlines the obligations of both the bank and the fintech vendor, but it lacks detailed explanations of the decision criteria and does not explicitly acknowledge any limitations or uncertainties."
Q112,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,"The response cites Article 36 of the AI Basic Act and explains the requirement for a domestic representative, but it lacks detailed explanations of the specific responsibilities of the representative and does not acknowledge any uncertainties."
Q113,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.8,"The response cites relevant articles from the AI Basic Act and provides a clear explanation of the AI system's impact, but lacks specific article numbers and does not explicitly acknowledge limitations or uncertainties."
Q114,baseline,KR_AI_BASIC_ACT,advanced,lending,medium,G4,0.6,The response references Article 34(3) but lacks specific citations of the obligations it covers and does not fully explain the limitations or the need for a gap analysis.
Q115,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G4,0.8,"The response includes relevant regulatory references and explains the impact of the AI system, but lacks specific article citations and does not fully acknowledge limitations or uncertainties."
Q116,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G2,0.8,"The response cites Article 35 of the AI Basic Act and outlines a comprehensive approach for conducting impact assessments, but it lacks specific details on the 'best efforts' nature of the obligation and does not explicitly acknowledge limitations or uncertainties."
Q117,baseline,KR_AI_BASIC_ACT,intermediate,fraud_detection,medium,G3,0.8,"The response cites relevant articles from the AI Basic Act and discusses transparency obligations, but it lacks specific details on the limitations of the AI system and does not fully explain the decision criteria used in the fraud detection process."
Q118,baseline,KR_AI_BASIC_ACT,basic,investment,low,G4,0.6,"The response references the National AI Strategy Committee and its role under Article 7 of the AI Basic Act, but lacks specific citations of relevant sections and does not clearly explain the AI decision criteria or acknowledge limitations."
Q119,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,0.8,"The response cites Article 30 of the AI Basic Act and provides a clear recommendation and explanation of incentives, but lacks specific section codes and a detailed acknowledgment of AI limitations."
Q120,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,The response references the AI Safety Institute and its role but lacks specific citations of the regulatory provisions and does not clearly explain the AI decision criteria or acknowledge limitations.
Q121,baseline,KR_AI_BASIC_ACT,basic,lending,high,G3,1.0,"The response fully cites Article 3(2) of the AI Basic Act, provides clear explanations of how this principle applies to financial AI decisions, acknowledges the limitations of complex models, and outlines practical implications and recommendations for compliance."
Q122,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.8,"The response cites Article 28 of the AI Basic Act and provides a clear explanation of the relationship between the Private Voluntary AI Ethics Committee and the AI Review Committee, but it lacks specific details on the limitations of the AI's involvement."
Q123,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.4,"The response provides vague references to enforcement powers and penalties without specific citations from the AI Basic Act, lacking clear explanations of decision criteria and acknowledgment of limitations."
Q124,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.8,"The response cites relevant articles and provides a mostly clear explanation of the integrated AI risk management system, but lacks specific details on decision criteria and acknowledgment of limitations."
Q125,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.6,The response includes some relevant regulatory provisions but lacks specific article citations and does not fully acknowledge limitations or uncertainties.
Q126,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.6,"The response references Article 27 but lacks specific citations of the provisions within it, provides some explanations of governance steps, and acknowledges limitations, but does not fully detail the decision criteria or the specific ethics principles."
Q127,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The response cites Article 6 of the AI Basic Act and discusses its implications for financial institutions' AI governance, but lacks specific section codes and does not explicitly acknowledge limitations or uncertainties."
Q128,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G2,0.6,The response provides a general overview of the regulatory provisions and their implications for financial institutions but lacks specific article citations and detailed explanations of AI decision criteria.
Q129,baseline,KR_AI_BASIC_ACT,intermediate,compliance,high,G4,0.6,The response includes a reference to Article 2(4)(바) but lacks a detailed explanation of its applicability to KYC processes and does not acknowledge the limitations or uncertainties regarding the classification.
Q130,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,The response references Article 14 of the AI Basic Act but lacks specific citations of the provisions and does not clearly explain the AI decision criteria or acknowledge limitations.
Q131,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,The response provides some definitions and regulatory references but lacks specific article numbers and does not fully acknowledge limitations or uncertainties.
Q132,baseline,KR_AI_BASIC_ACT,intermediate,investment,medium,G4,0.6,"The response provides some relevant regulatory references and acknowledges the need for human oversight, but lacks specific citations of article numbers and a detailed explanation of AI decision criteria."
Q133,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.8,"The response cites relevant articles from the AI Basic Act and provides a mostly clear explanation of obligations, but it lacks specific details on the limitations of the AI model and does not explicitly acknowledge uncertainty."
Q134,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,The response provides some relevant legal context and recommended actions but lacks specific citations of the regulatory provisions mentioned in the ground truth and does not fully acknowledge the limitations of the recommendations.
Q135,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.4,"The response lacks specific citations of the relevant articles and sections of the AI Basic Act, providing vague references instead, and does not clearly explain AI decision criteria or acknowledge limitations."
Q136,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.8,"The response cites relevant articles from the AI Basic Act and provides a mostly clear explanation of obligations, but it lacks specific details on the generative AI definition and does not fully address the limitations of the AI system."
Q137,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,1.0,"The response fully cites Article 6(2)(5) of the AI Basic Act, provides clear explanations of how each principle informs the evaluation framework, acknowledges the need for human oversight and accountability, and outlines specific implementation actions."
